map_kind,operation,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
percpu_hash,hash_update,real-minus-control,15,20000,0,65.712668800
array,array_lookup,real,16,20000,52529760,2626.488000000
array,array_lookup,control,16,20000,23810336,1190.516800000
array,array_lookup,real-minus-control,16,20000,0,1.435971200
array,array_update,real,16,20000,238087552,11904.377600000
array,array_update,control,16,20000,17811360,890.568000000
array,array_update,real-minus-control,16,20000,0,11.013809600
percpu_array,array_lookup,real,16,20000,64813600,3240.680000000
percpu_array,array_lookup,control,16,20000,24165408,1208.270400000
percpu_array,array_lookup,real-minus-control,16,20000,0,2.032409600
percpu_array,array_update,real,16,20000,307914208,15395.710400000
percpu_array,array_update,control,16,20000,17304064,865.203200000
percpu_array,array_update,real-minus-control,16,20000,0,14.530507200
hash,hash_lookup,real,16,20000,555983296,27799.164800000
hash,hash_lookup,control,16,20000,23743904,1187.195200000
hash,hash_lookup,real-minus-control,16,20000,0,26.611969600
hash,hash_update,real,16,20000,1845118240,92255.912000000
hash,hash_update,control,16,20000,18938720,946.936000000
hash,hash_update,real-minus-control,16,20000,0,91.308976000
percpu_hash,hash_lookup,real,16,20000,558865216,27943.260800000
percpu_hash,hash_lookup,control,16,20000,24132832,1206.641600000
percpu_hash,hash_lookup,real-minus-control,16,20000,0,26.736619200
percpu_hash,hash_update,real,16,20000,1333836768,66691.838400000
percpu_hash,hash_update,control,16,20000,19219360,960.968000000
percpu_hash,hash_update,real-minus-control,16,20000,0,65.730870400
array,array_lookup,control,17,20000,23835392,1191.769600000
array,array_lookup,real,17,20000,52518272,2625.913600000
array,array_lookup,real-minus-control,17,20000,0,1.434144000
array,array_update,control,17,20000,17813632,890.681600000
array,array_update,real,17,20000,238198752,11909.937600000
array,array_update,real-minus-control,17,20000,0,11.019256000
percpu_array,array_lookup,control,17,20000,24204640,1210.232000000
percpu_array,array_lookup,real,17,20000,64799840,3239.992000000
percpu_array,array_lookup,real-minus-control,17,20000,0,2.029760000
percpu_array,array_update,control,17,20000,17269952,863.497600000
percpu_array,array_update,real,17,20000,308120224,15406.011200000
percpu_array,array_update,real-minus-control,17,20000,0,14.542513600
hash,hash_lookup,control,17,20000,23740992,1187.049600000
hash,hash_lookup,real,17,20000,543329728,27166.486400000
hash,hash_lookup,real-minus-control,17,20000,0,25.979436800
hash,hash_update,control,17,20000,18999296,949.964800000
hash,hash_update,real,17,20000,1845744384,92287.219200000
hash,hash_update,real-minus-control,17,20000,0,91.337254400
percpu_hash,hash_lookup,control,17,20000,24135136,1206.756800000
percpu_hash,hash_lookup,real,17,20000,561592928,28079.646400000
percpu_hash,hash_lookup,real-minus-control,17,20000,0,26.872889600
percpu_hash,hash_update,control,17,20000,19415712,970.785600000
percpu_hash,hash_update,real,17,20000,1335541888,66777.094400000
percpu_hash,hash_update,real-minus-control,17,20000,0,65.806308800
array,array_lookup,real,18,20000,52481568,2624.078400000
array,array_lookup,control,18,20000,23839776,1191.988800000
array,array_lookup,real-minus-control,18,20000,0,1.432089600
array,array_update,real,18,20000,238293120,11914.656000000
array,array_update,control,18,20000,17871648,893.582400000
array,array_update,real-minus-control,18,20000,0,11.021073600
percpu_array,array_lookup,real,18,20000,64753952,3237.697600000
percpu_array,array_lookup,control,18,20000,24190624,1209.531200000
percpu_array,array_lookup,real-minus-control,18,20000,0,2.028166400
percpu_array,array_update,real,18,20000,307850688,15392.534400000
percpu_array,array_update,control,18,20000,17308352,865.417600000
percpu_array,array_update,real-minus-control,18,20000,0,14.527116800
hash,hash_lookup,real,18,20000,540801600,27040.080000000
hash,hash_lookup,control,18,20000,23756992,1187.849600000
hash,hash_lookup,real-minus-control,18,20000,0,25.852230400
hash,hash_update,real,18,20000,1845262304,92263.115200000
hash,hash_update,control,18,20000,31455072,1572.753600000
hash,hash_update,real-minus-control,18,20000,0,90.690361600
percpu_hash,hash_lookup,real,18,20000,561660352,28083.017600000
percpu_hash,hash_lookup,control,18,20000,24128000,1206.400000000
percpu_hash,hash_lookup,real-minus-control,18,20000,0,26.876617600
percpu_hash,hash_update,real,18,20000,1334015200,66700.760000000
percpu_hash,hash_update,control,18,20000,19337632,966.881600000
percpu_hash,hash_update,real-minus-control,18,20000,0,65.733878400
array,array_lookup,control,19,20000,23811904,1190.595200000
array,array_lookup,real,19,20000,52511008,2625.550400000
array,array_lookup,real-minus-control,19,20000,0,1.434955200
array,array_update,control,19,20000,17915808,895.790400000
array,array_update,real,19,20000,238019872,11900.993600000
array,array_update,real-minus-control,19,20000,0,11.005203200
percpu_array,array_lookup,control,19,20000,24183744,1209.187200000
percpu_array,array_lookup,real,19,20000,64807040,3240.352000000
percpu_array,array_lookup,real-minus-control,19,20000,0,2.031164800
percpu_array,array_update,control,19,20000,17270080,863.504000000
percpu_array,array_update,real,19,20000,307878496,15393.924800000
percpu_array,array_update,real-minus-control,19,20000,0,14.530420800
hash,hash_lookup,control,19,20000,23765696,1188.284800000
hash,hash_lookup,real,19,20000,539204448,26960.222400000
hash,hash_lookup,real-minus-control,19,20000,0,25.771937600
hash,hash_update,control,19,20000,18974368,948.718400000
hash,hash_update,real,19,20000,1860375872,93018.793600000
hash,hash_update,real-minus-control,19,20000,0,92.070075200
percpu_hash,hash_lookup,control,19,20000,24135456,1206.772800000
percpu_hash,hash_lookup,real,19,20000,562421248,28121.062400000
percpu_hash,hash_lookup,real-minus-control,19,20000,0,26.914289600
percpu_hash,hash_update,control,19,20000,19363456,968.172800000
percpu_hash,hash_update,real,19,20000,1335462880,66773.144000000
percpu_hash,hash_update,real-minus-control,19,20000,0,65.804971200
array,array_lookup,real,20,20000,52519936,2625.996800000
